Index,Token,Location,Speaker,Listened Language,Token,Tag1,Tag2,Tag
6844,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
6845,la,"Montréal, Québec",David Bouchard,French,la,Fr,,Fr
6846,dope,"Montréal, Québec",David Bouchard,English,dope,Eng,,Eng
6847,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
6848,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
6849,Maybe,"Montréal, Québec",Martin Ward,English,Maybe,Eng,,Eng
6850,both,"Montréal, Québec",Martin Ward,English,both,Eng,,Eng
6851,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
6852,C',"Montréal, Québec",David Bouchard,French,C',Fr,,Fr
6853,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
6854,lui,"Montréal, Québec",David Bouchard,French,lui,Fr,,Fr
6855,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
6856,Grossbut,"Montréal, Québec",David Bouchard,French,Grossbut,Fr,,Fr
6857,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
6858,Tu,"Montréal, Québec",Martin Ward,French,Tu,Fr,,Fr
6859,le,"Montréal, Québec",Martin Ward,French,le,Fr,,Fr
6860,connais,"Montréal, Québec",Martin Ward,French,connais,Fr,,Fr
6861,?,"Montréal, Québec",Martin Ward,French,?,Punct,,Punct
6862,C',"Montréal, Québec",David Bouchard,French,C',Fr,,Fr
6863,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
6864,le,"Montréal, Québec",David Bouchard,French,le,Fr,,Fr
6865,gros,"Montréal, Québec",David Bouchard,French,gros,Fr,,Fr
6866,sale,"Montréal, Québec",David Bouchard,French,sale,Fr,,Fr
6867,qui,"Montréal, Québec",David Bouchard,French,qui,Fr,,Fr
6868,a,"Montréal, Québec",David Bouchard,French,a,Fr,,Fr
6869,vendu,"Montréal, Québec",David Bouchard,French,vendu,Fr,,Fr
6870,Québec,"Montréal, Québec",David Bouchard,French,Québec,Fr,,Fr
6871,au,"Montréal, Québec",David Bouchard,French,au,Fr,,Fr
6872,Colorado,"Montréal, Québec",David Bouchard,French,Colorado,NamedEnt,,NamedEnt
6873,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
6874,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
6875,The,"Montréal, Québec",Martin Ward,English,The,Eng,,Eng
6876,next,"Montréal, Québec",Martin Ward,English,next,Eng,,Eng
6877,year,"Montréal, Québec",Martin Ward,English,year,Eng,,Eng
6878,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
6879,they,"Montréal, Québec",Martin Ward,English,they,Eng,,Eng
6880,won,"Montréal, Québec",Martin Ward,English,won,Eng,,Eng
6881,the,"Montréal, Québec",Martin Ward,English,the,Eng,,Eng
6882,Cup,"Montréal, Québec",Martin Ward,English,Cup,Eng,,Eng
6883,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
6884,right,"Montréal, Québec",Martin Ward,English,right,Eng,,Eng
6885,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
6886,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
6887,vais,"Montréal, Québec",David Bouchard,French,vais,Fr,,Fr
6888,te,"Montréal, Québec",David Bouchard,French,te,Fr,,Fr
6889,laisser,"Montréal, Québec",David Bouchard,French,laisser,Fr,,Fr
6890,finir,"Montréal, Québec",David Bouchard,French,finir,Fr,,Fr
6891,ton,"Montréal, Québec",David Bouchard,French,ton,Fr,,Fr
6892,petit,"Montréal, Québec",David Bouchard,French,petit,Fr,,Fr
6893,projet,"Montréal, Québec",David Bouchard,French,projet,Fr,,Fr
6894,d',"Montréal, Québec",David Bouchard,French,d',Fr,,Fr
6895,art,"Montréal, Québec",David Bouchard,French,art,Fr,,Fr
6896,plastique,"Montréal, Québec",David Bouchard,French,plastique,Fr,,Fr
6897,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
6898,-0,"Montréal, Québec",David Bouchard,French,-0,Punct,,Punct
6899,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
6900,vais,"Montréal, Québec",David Bouchard,French,vais,Fr,,Fr
6901,aller,"Montréal, Québec",David Bouchard,French,aller,Fr,,Fr
6902,voir,"Montréal, Québec",David Bouchard,French,voir,Fr,,Fr
6903,en,"Montréal, Québec",David Bouchard,French,en,Fr,,Fr
6904,bas,"Montréal, Québec",David Bouchard,French,bas,Fr,,Fr
6905,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
6906,-0,"Montréal, Québec",Martin Ward,French,-0,Punct,,Punct
6907,OK,"Montréal, Québec",Martin Ward,French,OK,Fr,,Fr
6908,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
6909,J',"Montréal, Québec",Dany Aubé,French,J',Fr,,Fr
6910,ai,"Montréal, Québec",Dany Aubé,French,ai,Fr,,Fr
6911,compris,"Montréal, Québec",Dany Aubé,French,compris,Fr,,Fr
6912,que,"Montréal, Québec",Dany Aubé,French,que,Fr,,Fr
6913,c',"Montréal, Québec",Dany Aubé,French,c',Fr,,Fr
6914,était,"Montréal, Québec",Dany Aubé,French,était,Fr,,Fr
6915,toujours..,"Montréal, Québec",Dany Aubé,French,toujours..,Fr,,Fr
6916,0,"Montréal, Québec",Dany Aubé,French,0,Punct,,Punct
6917,Bye,"Montréal, Québec",Dany Aubé,English,Bye,Eng,,Eng
6918,",","Montréal, Québec",Dany Aubé,French,,,Punct,Punct
6919,au,"Montréal, Québec",Dany Aubé,French,au,Fr,,Fr
6920,revoir..,"Montréal, Québec",Dany Aubé,French,revoir..,Fr,,Fr
6921,0,"Montréal, Québec",Dany Aubé,French,0,Punct,,Punct
6922,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
6923,David,"Montréal, Québec",Martin Ward,English,David,NamedEnt,,NamedEnt
6924,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
6925,Grossbut,"Montréal, Québec",Martin Ward,French,Grossbut,Fr,,Fr
6926,is,"Montréal, Québec",Martin Ward,English,is,Eng,,Eng
6927,here,"Montréal, Québec",Martin Ward,English,here,Eng,,Eng
6928,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
6929,Martin,"Montréal, Québec",David Bouchard,French,Martin,NamedEnt,,NamedEnt
6930,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
6931,Viens,"Montréal, Québec",David Bouchard,French,Viens,Fr,,Fr
6932,voir,"Montréal, Québec",David Bouchard,French,voir,Fr,,Fr
6933,ça,"Montréal, Québec",David Bouchard,French,ça,Fr,,Fr
6934,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
6935,Jackpot,"Montréal, Québec",David Bouchard,English,Jackpot,Fr,,Fr
6936,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
6937,Que,"Montréal, Québec",Dany Aubé,French,Que,Fr,,Fr
6938,fais,"Montréal, Québec",Dany Aubé,French,fais,Fr,,Fr
6939,-tu,"Montréal, Québec",Dany Aubé,French,-tu,Fr,,Fr
6940,encore,"Montréal, Québec",Dany Aubé,French,encore,Fr,,Fr
6941,ici,"Montréal, Québec",Dany Aubé,French,ici,Fr,,Fr
6942,Va-t'en,"Montréal, Québec",Dany Aubé,French,Va-t'en,Fr,,Fr
6943,dans,"Montréal, Québec",Dany Aubé,French,dans,Fr,,Fr
6944,ton,"Montréal, Québec",Dany Aubé,French,ton,Fr,,Fr
6945,pays..,"Montréal, Québec",Dany Aubé,French,pays..,Fr,,Fr
6946,0,"Montréal, Québec",Dany Aubé,French,0,Punct,,Punct
6947,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
6948,This,"Montréal, Québec",Martin Ward,English,This,Eng,,Eng
6949,is,"Montréal, Québec",Martin Ward,English,is,Eng,,Eng
6950,Detective,"Montréal, Québec",Martin Ward,English,Detective,Eng,,Eng
6951,Martin,"Montréal, Québec",Martin Ward,English,Martin,NamedEnt,,NamedEnt
6952,Ward,"Montréal, Québec",Martin Ward,English,Ward,Eng,,Eng
6953,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
6954,We,"Montréal, Québec",Martin Ward,English,We,Eng,,Eng
6955,have,"Montréal, Québec",Martin Ward,English,have,Eng,,Eng
6956,a,"Montréal, Québec",Martin Ward,English,a,Eng,,Eng
6957,dead,"Montréal, Québec",Martin Ward,English,dead,Eng,,Eng
6958,body,"Montréal, Québec",Martin Ward,English,body,Eng,,Eng
6959,here,"Montréal, Québec",Martin Ward,English,here,Eng,,Eng
6960,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
6961,-0,"Montréal, Québec",David Bouchard,English,-0,Punct,,Punct
6962,Hmm..,"Montréal, Québec",David Bouchard,English,Hmm..,Eng,,Eng
6963,0,"Montréal, Québec",David Bouchard,English,0,Punct,,Punct
6964,-0,"Montréal, Québec",David Bouchard,English,-0,Punct,,Punct
6965,Shit,"Montréal, Québec",David Bouchard,English,Shit,Eng,,Eng
6966,!,"Montréal, Québec",David Bouchard,English,!,Punct,,Punct
6967,Au,"Montréal, Québec",Dany Aubé,French,Au,Fr,,Fr
6968,revoir,"Montréal, Québec",Dany Aubé,French,revoir,Fr,,Fr
6969,Au,"Montréal, Québec",Dany Aubé,French,Au,Fr,,Fr
6970,revoir,"Montréal, Québec",Dany Aubé,French,revoir,Fr,,Fr
6971,Oh,"Montréal, Québec",Dany Aubé,French,Oh,Eng,,Eng
6972,je..,"Montréal, Québec",Dany Aubé,French,je..,Fr,,Fr
6973,0,"Montréal, Québec",Dany Aubé,French,0,Punct,,Punct
6974,Mais,"Montréal, Québec",Dany Aubé,French,Mais,Fr,,Fr
6975,quand,"Montréal, Québec",Dany Aubé,French,quand,Fr,,Fr
6976,tu,"Montréal, Québec",Dany Aubé,French,tu,Fr,,Fr
6977,seras,"Montréal, Québec",Dany Aubé,French,seras,Fr,,Fr
6978,loin,"Montréal, Québec",Dany Aubé,French,loin,Fr,,Fr
6979,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
6980,Shit,"Montréal, Québec",Martin Ward,English,Shit,Eng,,Eng
6981,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
6982,David,"Montréal, Québec",Martin Ward,English,David,NamedEnt,,NamedEnt
6983,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
6984,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
6985,What,"Montréal, Québec",Martin Ward,English,What,Eng,,Eng
6986,have,"Montréal, Québec",Martin Ward,English,have,Eng,,Eng
6987,you,"Montréal, Québec",Martin Ward,English,you,Eng,,Eng
6988,done,"Montréal, Québec",Martin Ward,English,done,Eng,,Eng
6989,now,"Montréal, Québec",Martin Ward,English,now,Eng,,Eng
6990,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
6991,Ça,"Montréal, Québec",David Bouchard,French,Ça,Fr,,Fr
6992,va,"Montréal, Québec",David Bouchard,French,va,Fr,,Fr
6993,bien,"Montréal, Québec",David Bouchard,French,bien,Fr,,Fr
6994,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
6995,Martin,"Montréal, Québec",David Bouchard,French,Martin,NamedEnt,,NamedEnt
6996,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
6997,Que,"Montréal, Québec",David Bouchard,French,Que,Fr,,Fr
6998,c',"Montréal, Québec",David Bouchard,French,c',Fr,,Fr
6999,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
7000,qu',"Montréal, Québec",David Bouchard,French,qu',Fr,,Fr
7001,il,"Montréal, Québec",David Bouchard,French,il,Fr,,Fr
7002,fait,"Montréal, Québec",David Bouchard,French,fait,Fr,,Fr
7003,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7004,hostie,"Montréal, Québec",David Bouchard,French,hostie,Fr,,Fr
7005,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
7006,Il,"Montréal, Québec",David Bouchard,French,Il,Fr,,Fr
7007,prend,"Montréal, Québec",David Bouchard,French,prend,Fr,,Fr
7008,des,"Montréal, Québec",David Bouchard,French,des,Fr,,Fr
7009,photos,"Montréal, Québec",David Bouchard,French,photos,Fr,,Fr
7010,du,"Montréal, Québec",David Bouchard,French,du,Fr,,Fr
7011,feu,"Montréal, Québec",David Bouchard,French,feu,Fr,,Fr
7012,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
7013,Hostie,"Montréal, Québec",David Bouchard,French,Hostie,Fr,,Fr
7014,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7015,calice,"Montréal, Québec",David Bouchard,French,calice,Fr,,Fr
7016,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7017,tabarnak,"Montréal, Québec",David Bouchard,French,tabarnak,Fr,,Fr
7018,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7019,crisse,"Montréal, Québec",David Bouchard,French,crisse,Fr,,Fr
7020,d',"Montréal, Québec",David Bouchard,French,d',Fr,,Fr
7021,hostie,"Montréal, Québec",David Bouchard,French,hostie,Fr,,Fr
7022,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
7023,Crisse,"Montréal, Québec",David Bouchard,French,Crisse,Fr,,Fr
7024,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7025,vierge,"Montréal, Québec",David Bouchard,French,vierge,Fr,,Fr
7026,d',"Montréal, Québec",David Bouchard,French,d',Fr,,Fr
7027,hostie,"Montréal, Québec",David Bouchard,French,hostie,Fr,,Fr
7028,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7029,tabarnak,"Montréal, Québec",David Bouchard,French,tabarnak,Fr,,Fr
7030,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7031,calice,"Montréal, Québec",David Bouchard,French,calice,Fr,,Fr
7032,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
7033,Pourquoi,"Montréal, Québec",David Bouchard,French,Pourquoi,Fr,,Fr
7034,c',"Montréal, Québec",David Bouchard,French,c',Fr,,Fr
7035,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
7036,tout,"Montréal, Québec",David Bouchard,French,tout,Fr,,Fr
7037,le,"Montréal, Québec",David Bouchard,French,le,Fr,,Fr
7038,temps,"Montréal, Québec",David Bouchard,French,temps,Fr,,Fr
7039,moi,"Montréal, Québec",David Bouchard,French,moi,Fr,,Fr
7040,qui,"Montréal, Québec",David Bouchard,French,qui,Fr,,Fr
7041,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
7042,dans,"Montréal, Québec",David Bouchard,French,dans,Fr,,Fr
7043,la,"Montréal, Québec",David Bouchard,French,la,Fr,,Fr
7044,merde,"Montréal, Québec",David Bouchard,French,merde,Fr,,Fr
7045,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
7046,shit,"Montréal, Québec",David Bouchard,English,shit,Eng,,Eng
7047,!,"Montréal, Québec",David Bouchard,English,!,Punct,,Punct
7048,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
7049,sors,"Montréal, Québec",David Bouchard,French,sors,Fr,,Fr
7050,d',"Montréal, Québec",David Bouchard,French,d',Fr,,Fr
7051,ici,"Montréal, Québec",David Bouchard,French,ici,Fr,,Fr
7052,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7053,je,"Montréal, Québec",David Bouchard,French,je,Fr,,Fr
7054,m',"Montréal, Québec",David Bouchard,French,m',Fr,,Fr
7055,achète,"Montréal, Québec",David Bouchard,French,achète,Fr,,Fr
7056,une,"Montréal, Québec",David Bouchard,French,une,Fr,,Fr
7057,cravate,"Montréal, Québec",David Bouchard,French,cravate,Fr,,Fr
7058,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7059,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7060,David,"Montréal, Québec",Martin Ward,English,David,NamedEnt,,NamedEnt
7061,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
7062,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
7063,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
7064,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
7065,David,"Montréal, Québec",Martin Ward,English,David,NamedEnt,,NamedEnt
7066,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
7067,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7068,Ah,"Montréal, Québec",Martin Ward,English,Ah,Eng,,Eng
7069,!,"Montréal, Québec",Martin Ward,English,!,Punct,,Punct
7070,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7071,What,"Montréal, Québec",Martin Ward,English,What,Eng,,Eng
7072,the,"Montréal, Québec",Martin Ward,English,the,Eng,,Eng
7073,hell's,"Montréal, Québec",Martin Ward,English,hell's,Eng,,Eng
7074,that,"Montréal, Québec",Martin Ward,English,that,Eng,,Eng
7075,smell,"Montréal, Québec",Martin Ward,English,smell,Eng,,Eng
7076,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
7077,-0,"Montréal, Québec",David Bouchard,French,-0,Punct,,Punct
7078,Martin,"Montréal, Québec",David Bouchard,French,Martin,NamedEnt,,NamedEnt
7079,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
7080,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7081,Here,"Montréal, Québec",Martin Ward,English,Here,Eng,,Eng
7082,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7083,get,"Montréal, Québec",Martin Ward,English,get,Eng,,Eng
7084,Grossbut,"Montréal, Québec",Martin Ward,English,Grossbut,Eng,,Eng
7085,out,"Montréal, Québec",Martin Ward,English,out,Eng,,Eng
7086,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7087,Laisse,"Montréal, Québec",David Bouchard,French,Laisse,NamedEnt,,NamedEnt
7088,faire,"Montréal, Québec",David Bouchard,French,faire,Fr,,Fr
7089,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7090,No,"Montréal, Québec",Martin Ward,English,No,Eng,,Eng
7091,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7092,no,"Montréal, Québec",Martin Ward,English,no,Eng,,Eng
7093,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7094,get,"Montréal, Québec",Martin Ward,English,get,Eng,,Eng
7095,him,"Montréal, Québec",Martin Ward,English,him,Eng,,Eng
7096,out,"Montréal, Québec",Martin Ward,English,out,Eng,,Eng
7097,of,"Montréal, Québec",Martin Ward,English,of,Eng,,Eng
7098,here,"Montréal, Québec",Martin Ward,English,here,Eng,,Eng
7099,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7100,Viens-t'en,"Montréal, Québec",David Bouchard,French,Viens-t'en,Fr,,Fr
7101,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
7102,Assieds,"Montréal, Québec",David Bouchard,French,Assieds,Fr,,Fr
7103,-toi,"Montréal, Québec",David Bouchard,French,-toi,Fr,,Fr
7104,ici,"Montréal, Québec",David Bouchard,French,ici,Fr,,Fr
7105,!,"Montréal, Québec",David Bouchard,French,!,Punct,,Punct
7106,-0,"Montréal, Québec",David Bouchard,English,-0,Punct,,Punct
7107,You,"Montréal, Québec",David Bouchard,English,You,Eng,,Eng
7108,all,"Montréal, Québec",David Bouchard,English,all,Eng,,Eng
7109,right,"Montréal, Québec",David Bouchard,English,right,Eng,,Eng
7110,?,"Montréal, Québec",David Bouchard,English,?,Punct,,Punct
7111,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7112,Yeah,"Montréal, Québec",Martin Ward,English,Yeah,Eng,,Eng
7113,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7114,-Donne-moi-z'en,"Montréal, Québec",David Bouchard,French,-Donne-moi-z'en,Eng,,Eng
7115,un,"Montréal, Québec",David Bouchard,French,un,Fr,,Fr
7116,peu,"Montréal, Québec",David Bouchard,French,peu,Fr,,Fr
7117,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7118,-It's,"Montréal, Québec",Martin Ward,English,-It's,Fr,,Fr
7119,my,"Montréal, Québec",Martin Ward,English,my,Eng,,Eng
7120,inhaler,"Montréal, Québec",Martin Ward,English,inhaler,Fr,,Fr
7121,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7122,Voyons,"Montréal, Québec",David Bouchard,French,Voyons,Fr,,Fr
7123,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7124,qu',"Montréal, Québec",David Bouchard,French,qu',Fr,,Fr
7125,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
7126,-ce,"Montréal, Québec",David Bouchard,French,-ce,Fr,,Fr
7127,que,"Montréal, Québec",David Bouchard,French,que,Fr,,Fr
7128,j',"Montréal, Québec",David Bouchard,French,j',Fr,,Fr
7129,ai,"Montréal, Québec",David Bouchard,French,ai,Fr,,Fr
7130,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
7131,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
7132,me,"Montréal, Québec",David Bouchard,French,me,Fr,,Fr
7133,sens,"Montréal, Québec",David Bouchard,French,sens,Fr,,Fr
7134,bizarre,"Montréal, Québec",David Bouchard,French,bizarre,Fr,,Fr
7135,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7136,Me,"Montréal, Québec",Martin Ward,English,Me,Eng,,Eng
7137,too,"Montréal, Québec",Martin Ward,English,too,Eng,,Eng
7138,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7139,Calice,"Montréal, Québec",Capitaine LeBoeuf,French,Calice,Fr,,Fr
7140,d',"Montréal, Québec",Capitaine LeBoeuf,French,d',Fr,,Fr
7141,hostie,"Montréal, Québec",Capitaine LeBoeuf,French,hostie,Fr,,Fr
7142,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7143,sacrement,"Montréal, Québec",Capitaine LeBoeuf,French,sacrement,Fr,,Fr
7144,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7145,ciboire,"Montréal, Québec",Capitaine LeBoeuf,French,ciboire,Fr,,Fr
7146,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7147,crisse,"Montréal, Québec",Capitaine LeBoeuf,French,crisse,Fr,,Fr
7148,d',"Montréal, Québec",Capitaine LeBoeuf,French,d',Fr,,Fr
7149,hostie,"Montréal, Québec",Capitaine LeBoeuf,French,hostie,Fr,,Fr
7150,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7151,vierge,"Montréal, Québec",Capitaine LeBoeuf,French,vierge,Fr,,Fr
7152,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7153,tabarnak,"Montréal, Québec",Capitaine LeBoeuf,French,tabarnak,Fr,,Fr
7154,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7155,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7156,That's,"Montréal, Québec",Martin Ward,English,That's,Eng,,Eng
7157,not,"Montréal, Québec",Martin Ward,English,not,Eng,,Eng
7158,good,"Montréal, Québec",Martin Ward,English,good,Eng,,Eng
7159,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7160,right,"Montréal, Québec",Martin Ward,English,right,Eng,,Eng
7161,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
7162,Calvaire,"Montréal, Québec",Capitaine LeBoeuf,French,Calvaire,Fr,,Fr
7163,",","Montréal, Québec",Capitaine LeBoeuf,French,,,Punct,Punct
7164,David,"Montréal, Québec",Capitaine LeBoeuf,French,David,NamedEnt,,NamedEnt
7165,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7166,T',"Montréal, Québec",Capitaine LeBoeuf,French,T',Fr,,Fr
7167,es,"Montréal, Québec",Capitaine LeBoeuf,French,es,Fr,,Fr
7168,rentré,"Montréal, Québec",Capitaine LeBoeuf,French,rentré,Fr,,Fr
7169,avant,"Montréal, Québec",Capitaine LeBoeuf,French,avant,Fr,,Fr
7170,même,"Montréal, Québec",Capitaine LeBoeuf,French,même,Fr,,Fr
7171,qu',"Montréal, Québec",Capitaine LeBoeuf,French,qu',Fr,,Fr
7172,on,"Montréal, Québec",Capitaine LeBoeuf,French,on,Fr,,Fr
7173,t',"Montréal, Québec",Capitaine LeBoeuf,French,t',Fr,,Fr
7174,envoie,"Montréal, Québec",Capitaine LeBoeuf,French,envoie,Fr,,Fr
7175,le,"Montréal, Québec",Capitaine LeBoeuf,French,le,Fr,,Fr
7176,mandat,"Montréal, Québec",Capitaine LeBoeuf,French,mandat,Fr,,Fr
7177,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7178,Tu,"Montréal, Québec",Capitaine LeBoeuf,French,Tu,Fr,,Fr
7179,mets,"Montréal, Québec",Capitaine LeBoeuf,French,mets,Fr,,Fr
7180,un,"Montréal, Québec",Capitaine LeBoeuf,French,un,Fr,,Fr
7181,suspect,"Montréal, Québec",Capitaine LeBoeuf,French,suspect,Fr,,Fr
7182,dans,"Montréal, Québec",Capitaine LeBoeuf,French,dans,Fr,,Fr
7183,ta,"Montréal, Québec",Capitaine LeBoeuf,French,ta,Fr,,Fr
7184,valise,"Montréal, Québec",Capitaine LeBoeuf,French,valise,Fr,,Fr
7185,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7186,char,"Montréal, Québec",Capitaine LeBoeuf,French,char,Fr,,Fr
7187,",","Montréal, Québec",Capitaine LeBoeuf,French,,,Punct,Punct
7188,puis,"Montréal, Québec",Capitaine LeBoeuf,French,puis,Fr,,Fr
7189,ce,"Montréal, Québec",Capitaine LeBoeuf,French,ce,Fr,,Fr
7190,qui,"Montréal, Québec",Capitaine LeBoeuf,French,qui,Fr,,Fr
7191,reste,"Montréal, Québec",Capitaine LeBoeuf,French,reste,Fr,,Fr
7192,",","Montréal, Québec",Capitaine LeBoeuf,French,,,Punct,Punct
7193,on,"Montréal, Québec",Capitaine LeBoeuf,French,on,Fr,,Fr
7194,pourrait,"Montréal, Québec",Capitaine LeBoeuf,French,pourrait,Fr,,Fr
7195,le,"Montréal, Québec",Capitaine LeBoeuf,French,le,Fr,,Fr
7196,mettre,"Montréal, Québec",Capitaine LeBoeuf,French,mettre,Fr,,Fr
7197,dans,"Montréal, Québec",Capitaine LeBoeuf,French,dans,Fr,,Fr
7198,un,"Montréal, Québec",Capitaine LeBoeuf,French,un,Fr,,Fr
7199,Ziploc,"Montréal, Québec",Capitaine LeBoeuf,English,Ziploc,Fr,,Fr
7200,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7201,Trouves,"Montréal, Québec",Capitaine LeBoeuf,French,Trouves,Fr,,Fr
7202,-tu,"Montréal, Québec",Capitaine LeBoeuf,French,-tu,Fr,,Fr
7203,ça,"Montréal, Québec",Capitaine LeBoeuf,French,ça,Fr,,Fr
7204,normal,"Montréal, Québec",Capitaine LeBoeuf,French,normal,Fr,,Fr
7205,",","Montréal, Québec",Capitaine LeBoeuf,French,,,Punct,Punct
7206,toi,"Montréal, Québec",Capitaine LeBoeuf,French,toi,Fr,,Fr
7207,?,"Montréal, Québec",Capitaine LeBoeuf,French,?,Punct,,Punct
7208,Bien,"Montréal, Québec",David Bouchard,French,Bien,Fr,,Fr
7209,là,"Montréal, Québec",David Bouchard,French,là,Fr,,Fr
7210,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7211,il,"Montréal, Québec",David Bouchard,French,il,Fr,,Fr
