Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
,	Punct	O	N/A	N/A	N/A	N/A
running	Eng	O	34.3436880308	-6.34547733784	-2.3780926455	31.9655953853
right	Eng	O	40.5461109774	4.92317840636	-0.79995173979	39.7461592376
smack	Eng	O	14.9951155635	-6.3195881383	-0.79995173979	14.1951638237
through	Eng	O	48.1377392758	-7.18125313988	-0.79995173979	47.337787536
el	Spn	O	12.8307496608	20.3546840988	-2.37949418743	17.9751899114
Inland	Eng	O/ORG	17.6310578778	-3.63253742447	-2.3780926455	15.2529652323
Empire	Spn	O/ORG	8.47680015335	9.21307253436	-2.37949418743	6.83357834693
donde	Spn	O	15.793990084	25.70205352	-1.00696879935	24.6950847207
vivo	Spn	O	3.4973771162	19.3223818359	-1.00696879935	18.3154130365
(	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
periódico	Spn	O	2.52048679417	28.3331314859	-1.00696879935	27.3261626865
ponía	Spn	O	5.0022838226	16.2849157704	-1.00696879935	15.2779469711
,	Punct	O	N/A	N/A	N/A	N/A
the	Eng	O	36.4407946419	10.3298892733	-2.3780926455	34.0627019964
other	Eng	O	36.7967467715	1.91971934454	-0.79995173979	35.9967950317
day	Eng	O	23.493256839	8.51051972156	-0.79995173979	22.6933050992
,	Punct	O	N/A	N/A	N/A	N/A
que	Spn	O	9.91253492829	28.9576207281	-2.37949418743	26.5781265407
909	Spn	O	-7.2005036748	-6.896821261	-1.00696879935	-7.90379006036
es	Spn	O	8.7997690312	21.1734706094	-1.00696879935	20.16650181
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
area	Eng	O	30.7719652194	9.57809218523	-2.3780926455	28.3938725739
code	Eng	O	18.2104510413	9.3255911611	-0.79995173979	17.4104993015
más	Spn	O	-1.57068030001	21.9799693826	-2.37949418743	19.6004751952
abyecto	Spn	O	-3.09893527842	0.243960646458	-1.00696879935	-0.763008152894
,	Punct	O	N/A	N/A	N/A	N/A
más	Spn	O	-1.57068030001	21.9799693826	-1.00696879935	20.9730005833
white	Eng	O	29.7950260782	3.54745205596	-2.3780926455	27.4169334327
trash	Eng	O	27.1346106821	12.3659440144	-0.79995173979	26.3346589423
,	Punct	O	N/A	N/A	N/A	N/A
más	Spn	O	-1.57068030001	21.9799693826	-2.37949418743	19.6004751952
the-house-that-meth-built	Eng	O	-19.3428863449	-63.2524720158	-2.3780926455	-21.7209789904
,	Punct	O	N/A	N/A	N/A	N/A
más	Spn	O	-1.57068030001	21.9799693826	-2.37949418743	19.6004751952
trailer	Eng	O	28.9213859519	14.6297293583	-2.3780926455	26.5432933064
park	Eng	O	24.6784557195	16.8592232265	-0.79995173979	23.8785039797
,	Punct	O	N/A	N/A	N/A	N/A
más	Spn	O	-1.57068030001	21.9799693826	-2.37949418743	19.6004751952
peinado	Spn	O	-1.25348253939	17.4327754177	-1.00696879935	16.4258066184
mullet	Eng	O	11.2934227583	6.71464990027	-2.3780926455	8.91533011282
,	Punct	O	N/A	N/A	N/A	N/A
más	Spn	O	-1.57068030001	21.9799693826	-2.37949418743	19.6004751952
rascuache	Spn	O	-3.8751274918	-2.19701975695	-1.00696879935	-3.2039885563
,	Punct	O	N/A	N/A	N/A	N/A
pero	Spn	O	15.9013399098	30.2161581373	-1.00696879935	29.2091893379
hey	Eng	O	20.6484510603	12.999241065	-2.3780926455	18.2703584148
,	Punct	O	N/A	N/A	N/A	N/A
yo	Spn	O	15.858309507	17.8710449917	-2.37949418743	15.4915508043
estoy	Spn	O	5.01193142242	33.9497988647	-1.00696879935	32.9428300653
aquí	Spn	O	3.09540895668	27.1928163986	-1.00696879935	26.1858475992
para	Spn	O	19.548622753	30.3122244174	-1.00696879935	29.3052556181
significarlo	Spn	O	16.3577802301	32.7252954076	-1.00696879935	31.7183266083
de	Spn	O	13.8613083221	21.6054699814	-1.00696879935	20.5985011821
otro	Spn	O	4.332687388	21.2330272812	-1.00696879935	20.2260584818
modo	Spn	O	10.8175662953	19.2171477634	-1.00696879935	18.2101789641
,	Punct	O	N/A	N/A	N/A	N/A
OK	Eng	O/ORG	14.76124963	8.08215129752	-2.3780926455	12.3831569845
?	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
—	Spn	O	-6.51619307604	-6.51619307604	-2.37949418743	-8.89568726347
)	Punct	O	N/A	N/A	N/A	N/A
entonces	Spn	O	8.23722797214	40.1238087521	-1.00696879935	39.1168399527
digo	Spn	O	9.96084810626	23.3490618712	-1.00696879935	22.3420930719
,	Punct	O	N/A	N/A	N/A	N/A
anyway	Eng	O	39.6878905292	-3.17247021981	-2.3780926455	37.3097978837
,	Punct	O	N/A	N/A	N/A	N/A
this	Eng	O	38.6553078008	5.48340823208	-0.79995173979	37.855356061
sudden	Eng	O	25.1544550987	0.384161402964	-0.79995173979	24.3545033589
urge	Eng	O	7.68291543828	8.61686245839	-0.79995173979	6.88296369849
(	Punct	O	N/A	N/A	N/A	N/A
como	Spn	O	14.7694248589	29.4864312728	-2.37949418743	27.1069370854
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
Cortázarmandrill	Spn	O/ORG	-15.4281259817	-3.38109219827	-1.00696879935	-4.38806099762
urge	Spn	O	7.68291543828	8.61686245839	-1.00696879935	7.60989365904
,	Punct	O	N/A	N/A	N/A	N/A
como	Spn	O	14.7694248589	29.4864312728	-1.00696879935	28.4794624735
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
leap	Eng	O/ORG	18.4107743034	6.8624814352	-2.3780926455	16.0326816579
over	Eng	O/ORG	28.7262827802	1.92042472147	-0.79995173979	27.9263310404
the	Eng	O/ORG	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
guard	Eng	O/ORG	18.7148789225	15.7200588633	-0.79995173979	17.9149271827
rope	Eng	O/ORG	14.2192869258	7.80688360652	-0.79995173979	13.4193351861
and	Eng	O/ORG	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
poke	Eng	O/ORG	13.182720031	4.27556010815	-0.79995173979	12.3827682912
the	Eng	O/ORG	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
Chagall	Eng	PERSON/ORG	4.51601793347	2.76748577885	-0.79995173979	3.71606619368
urge	Eng	O	7.68291543828	8.61686245839	-0.79995173979	6.88296369849
)	Punct	O	N/A	N/A	N/A	N/A
to	Eng	O	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
gun	Eng	O	20.6048174647	5.09429017545	-0.79995173979	19.8048657249
it	Eng	O	25.1994714489	5.73644785319	-0.79995173979	24.3995197091
,	Punct	O	N/A	N/A	N/A	N/A
right	Eng	O	40.5461109774	4.92317840636	-0.79995173979	39.7461592376
through	Eng	O	48.1377392758	-7.18125313988	-0.79995173979	47.337787536
this	Eng	O	38.6553078008	5.48340823208	-0.79995173979	37.855356061
semáforo	Spn	O	-2.16414830404	2.18284356409	-2.37949418743	-0.196650623342
en	Spn	O	11.7453272047	20.2379247267	-1.00696879935	19.2309559273
rojo	Spn	O	3.006278071	12.5419288739	-1.00696879935	11.5349600746
?	Punct	O	N/A	N/A	N/A	N/A
Sentir	Spn	O	22.8171349387	25.7042633971	-1.00696879935	24.6972945977
que	Spn	O	9.91253492829	28.9576207281	-1.00696879935	27.9506519288
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
metal	Eng	O	21.8407917177	16.552717495	-2.3780926455	19.4626990722
de	Spn	O	13.8613083221	21.6054699814	-2.37949418743	19.225975794
los	Spn	O	18.9596508891	24.811570061	-1.00696879935	23.8046012616
otros	Spn	O	3.02050099903	25.1032583982	-1.00696879935	24.0962895988
autos	Spn	O	12.3967170485	16.2005961353	-1.00696879935	15.1936273359
hace	Spn	O	9.40342681171	26.1229242334	-1.00696879935	25.115955434
impacto	Eng	O	18.230101509	12.5112568972	-2.3780926455	15.8520088635
y	Spn	O	9.49071276858	13.3354107177	-2.37949418743	10.9559165303
se	Spn	O	16.0263074399	20.0527388466	-1.00696879935	19.0457700473
incrusta	Eng	O	13.479285852	9.8399346477	-2.3780926455	11.1011932065
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
del	Spn	O	14.7383783408	24.1311846052	-1.00696879935	23.1242158058
mío	Spn	O	-1.57068030001	17.3921322565	-1.00696879935	16.3851634572
,	Punct	O	N/A	N/A	N/A	N/A
como	Spn	O	14.7694248589	29.4864312728	-1.00696879935	28.4794624735
en	Spn	O	11.7453272047	20.2379247267	-1.00696879935	19.2309559273
ese	Spn	O	6.23481967374	23.182949385	-1.00696879935	22.1759805857
Rosario	Spn	PERSON/ORG	2.76875072968	20.5873181825	-1.00696879935	19.5803493831
Ferré	Eng	PERSON/ORG	8.68958455312	5.7381112059	-2.3780926455	6.31149190762
story	Eng	O/ORG	31.8586257457	3.60534774544	-0.79995173979	31.0586740059
about	Eng	O/ORG	40.4909271023	6.66141888182	-0.79995173979	39.6909753626
the	Eng	O/ORG	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
car	Eng	O/ORG	25.3146437831	16.0168456016	-0.79995173979	24.5146920433
crash	Eng	O/ORG	18.5149898906	2.40542398973	-0.79995173979	17.7150381508
(	Punct	O	N/A	N/A	N/A	N/A
where	Eng	O/ORG	40.934923804	-6.30961751655	-0.79995173979	40.1349720643
I	Eng	O/ORG	17.8994570652	7.18059700701	-0.79995173979	17.0995053254
learned	Eng	O/ORG	34.7131674118	-2.91180817887	-0.79995173979	33.913215672
the	Eng	O/ORG	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
word	Eng	O/ORG	27.3475878934	-2.48720666981	-0.79995173979	26.5476361536
incrustar	Eng	O	14.946805653	12.4024382614	-0.79995173979	14.1468539132
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	17.8994570652	7.18059700701	-0.79995173979	17.0995053254
mean	Eng	O	32.1809951326	8.55441810196	-0.79995173979	31.3810433928
,	Punct	O	N/A	N/A	N/A	N/A
really	Eng	O	48.046654445	6.87708753799	-0.79995173979	47.2467027052
learned	Eng	O	34.7131674118	-2.91180817887	-0.79995173979	33.913215672
it	Eng	O	25.1994714489	5.73644785319	-0.79995173979	24.3995197091
)	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
Sentirme	Spn	O/PERS	16.3009418626	26.6864905663	-2.37949418743	24.3069963788
triturada	Spn	O	-0.0539922512844	8.51972454334	-1.00696879935	7.51275574399
,	Punct	O	N/A	N/A	N/A	N/A
run	Eng	O	20.0827037828	3.42881227622	-2.3780926455	17.7046111373
through	Eng	O	48.1377392758	-7.18125313988	-0.79995173979	47.337787536
,	Punct	O	N/A	N/A	N/A	N/A
obliterada	Spn	O	-0.147736628809	7.21081141224	-2.37949418743	4.83131722481
.	Punct	O	N/A	N/A	N/A	N/A
Para	Spn	O	19.548622753	30.3122244174	-1.00696879935	29.3052556181
no	Spn	O	20.5945773083	21.1611067622	-1.00696879935	20.1541379629
tener	Spn	O	17.4574983341	27.9882066906	-1.00696879935	26.9812378913
que	Spn	O	9.91253492829	28.9576207281	-1.00696879935	27.9506519288
oír	Spn	O	-0.965437652366	10.6465914468	-1.00696879935	9.63962264744
más	Spn	O	-1.57068030001	21.9799693826	-1.00696879935	20.9730005833
tu	Spn	O	11.4576235731	16.3844238655	-1.00696879935	15.3774550661
desprecio	Spn	O	11.5679229848	29.4568095708	-1.00696879935	28.4498407714
.	Punct	O	N/A	N/A	N/A	N/A
Tu	Spn	O	11.4576235731	16.3844238655	-1.00696879935	15.3774550661
indiferencia	Spn	O	13.7679530745	25.4222331197	-1.00696879935	24.4152643204
.	Punct	O	N/A	N/A	N/A	N/A
Tu	Spn	O	11.4576235731	16.3844238655	-1.00696879935	15.3774550661
odio	Spn	O	1.1517442173	9.97725452399	-1.00696879935	8.97028572463
.	Punct	O	N/A	N/A	N/A	N/A
Soez	Eng	PERSON/O	6.68482948387	3.23727380615	-2.3780926455	4.30673683837
.	Punct	O	N/A	N/A	N/A	N/A
Dismissive	Eng	O/PERS	23.4425559121	-3.31021285626	-0.79995173979	22.6426041723
.	Punct	O	N/A	N/A	N/A	N/A
Y	Spn	O	9.49071276858	13.3354107177	-2.37949418743	10.9559165303
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
pausa	Spn	O	8.00484482452	9.49488231126	-1.00696879935	8.48791351191
porteña	Spn	O	9.46886118181	13.7619854044	-1.00696879935	12.7550166051
)	Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	20.5945773083	21.1611067622	-1.00696879935	20.1541379629
.	Punct	O	N/A	N/A	N/A	N/A
¿Cómo	Spn	O	-19.5485792281	-2.06770060531	-1.00696879935	-3.07466940466
voy	Spn	O	6.06551017581	20.3550005155	-1.00696879935	19.3480317162
a	Eng	O	17.3258830744	14.3289979261	-2.3780926455	14.9477904289
pretender	Eng	O	32.5997346457	28.4127666887	-0.79995173979	31.7997829059
representar	Spn	O	31.4387488498	34.4322936088	-2.37949418743	32.0527994214
,	Punct	O	N/A	N/A	N/A	N/A
representarme	Spn	O	24.2294085932	36.9331437026	-1.00696879935	35.9261749032
,	Punct	O	N/A	N/A	N/A	N/A
even	Eng	O	30.4588943693	9.98512353126	-2.3780926455	28.0808017238
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
one	Eng	O	28.524552063	6.15173228162	-0.79995173979	27.7246003232
luxurious	Eng	O	20.4407509948	-7.72580859187	-0.79995173979	19.640799255
minute	Eng	O	31.0246209784	16.2063279898	-0.79995173979	30.2246692386
,	Punct	O	N/A	N/A	N/A	N/A
como	Spn	O	14.7694248589	29.4864312728	-2.37949418743	27.1069370854
alguien	Spn	O	-1.01891796114	31.7193873423	-1.00696879935	30.712418543
deseante	Spn	O	5.56655346455	22.3586614613	-1.00696879935	21.3516926619
de	Spn	O	13.8613083221	21.6054699814	-1.00696879935	20.5985011821
que	Spn	O	9.91253492829	28.9576207281	-1.00696879935	27.9506519288
la	Spn	O	15.0596736711	20.7584499854	-1.00696879935	19.7514811861
trituren	Eng	O	6.53630879691	0.556585710238	-2.3780926455	4.15821615141
?	Punct	O	N/A	N/A	N/A	N/A
This	Eng	O	38.6553078008	5.48340823208	-0.79995173979	37.855356061
rich	Eng	O	21.3308397859	9.21149514259	-0.79995173979	20.5308880461
,	Punct	O	N/A	N/A	N/A	N/A
heroininflected	Eng	O	11.1768418255	-22.0388828316	-0.79995173979	10.3768900857
glaze	Eng	O	9.072694412	-3.86488997322	-0.79995173979	8.27274267221
,	Punct	O	N/A	N/A	N/A	N/A
la	Spn	O	15.0596736711	20.7584499854	-2.37949418743	18.378955798
voz	Spn	O	3.50056081835	14.5640902382	-1.00696879935	13.5571214389
de	Spn	O	13.8613083221	21.6054699814	-1.00696879935	20.5985011821
la	Spn	O	15.0596736711	20.7584499854	-1.00696879935	19.7514811861
Lucinda	Spn	PERSON/ORG	4.3548616551	12.4021095749	-1.00696879935	11.3951407755
Williams	Eng	PERSON/ORG	31.0826102931	1.22255584729	-2.3780926455	28.7045176476
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
su	Spn	O	11.553321645	18.2146153575	-1.00696879935	17.2076465582
latest	Eng	O	27.698410934	9.58012311593	-2.3780926455	25.3203182885
—	Eng	O	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
t	Eng	O	11.5206720248	5.88932860994	-0.79995173979	10.720720285
definitely	Eng	O	47.0527950003	7.31882189842	-0.79995173979	46.2528432605
not	Eng	O	27.6022393222	14.746261133	-0.79995173979	26.8022875824
very	Eng	O	27.9367542041	17.271240839	-0.79995173979	27.1368024643
commercial-CD	Eng	O	23.9866578431	-3.47255534692	-0.79995173979	23.1867061033
canta	Spn	O	21.6750953898	25.8824709118	-2.37949418743	23.5029767244
,	Punct	O	N/A	N/A	N/A	N/A
growls	Eng	O	17.5106747958	-2.13263588832	-2.3780926455	15.1325821503
,	Punct	O	N/A	N/A	N/A	N/A
drawls	Eng	O	11.5506889173	-2.78537184565	-0.79995173979	10.7507371775
,	Punct	O	N/A	N/A	N/A	N/A
southern	Eng	O	34.6124443583	-7.71567080426	-0.79995173979	33.8124926185
accent	Eng	O	26.6897899579	3.43936080909	-0.79995173979	25.8898382181
heavier	Eng	O	23.1775958791	0.202420984229	-0.79995173979	22.3776441393
than	Eng	O	37.4784676179	5.26718512361	-0.79995173979	36.6785158781
ever	Eng	O	31.3898014109	5.59686634683	-0.79995173979	30.5898496711
,	Punct	O	N/A	N/A	N/A	N/A
casi	Spn	O	15.1082449195	21.9078787045	-2.37949418743	19.528384517
hasta	Spn	O	19.1302580756	28.182333211	-1.00696879935	27.1753644117
ininteligible	Eng	O	13.0765100049	3.17784738926	-2.3780926455	10.6984173594
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
places	Eng	O	35.2710869638	17.3314904923	-2.3780926455	32.8929943183
.	Punct	O	N/A	N/A	N/A	N/A
Yeah	Eng	O/PERS	39.0344550702	2.28949824074	-0.79995173979	38.2345033304
,	Punct	O	N/A	N/A	N/A	N/A
don’t	Eng	O/ORG	12.8495511048	6.80118911465	-0.79995173979	12.049599365
flatter	Eng	O/ORG	23.4390083782	-1.80375943168	-0.79995173979	22.6390566384
yourself	Eng	O/ORG	49.3540369984	-2.6181676174	-0.79995173979	48.5540852586
for	Eng	O/ORG	28.3647832078	11.7395374159	-0.79995173979	27.564831468
one	Eng	O/ORG	28.524552063	6.15173228162	-0.79995173979	27.7246003232
minute	Eng	O/ORG	31.0246209784	16.2063279898	-0.79995173979	30.2246692386
that	Eng	O/ORG	43.4406015376	6.92541320021	-0.79995173979	42.6406497978
I’d	Eng	O/ORG	-0.329503646327	-3.97998696818	-0.79995173979	-1.12945538612
really	Eng	O	48.046654445	6.87708753799	-0.79995173979	47.2467027052
do	Eng	O	22.6081083713	13.3228918465	-0.79995173979	21.8081566315
it	Eng	O	25.1994714489	5.73644785319	-0.79995173979	24.3995197091
—	Eng	O	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
t	Eng	O	11.5206720248	5.88932860994	-0.79995173979	10.720720285
to	Eng	O	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
the	Eng	O	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
metal	Eng	O	21.8407917177	16.552717495	-0.79995173979	21.0408399779
—	Eng	O	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
l	Eng	O	8.81737558053	6.41260496958	-0.79995173979	8.01742384074
demasiado	Spn	O	-1.92054049348	33.3200786263	-2.37949418743	30.9405844389
sensation	Eng	O	36.8732193944	11.7890584589	-2.3780926455	34.4951267489
junkie	Eng	O	14.670859043	0.852013011575	-0.79995173979	13.8709073032
.	Punct	O	N/A	N/A	N/A	N/A
Y	Spn	O	9.49071276858	13.3354107177	-2.37949418743	10.9559165303
ese	Spn	O	6.23481967374	23.182949385	-1.00696879935	22.1759805857
deseo	Spn	O	12.7758937211	24.3126036521	-1.00696879935	23.3056348528
just	Eng	O	34.1514222961	10.6219947174	-2.3780926455	31.7733296506
keeps	Eng	O	25.5042319333	-9.03750238339	-0.79995173979	24.7042801935
on	Eng	O	22.5046277778	7.2126042423	-0.79995173979	21.704676038
pulling	Eng	O	29.8818131219	4.55858405232	-0.79995173979	29.0818613821
me	Eng	O	20.4125145712	19.8593917724	-0.79995173979	19.6125628314
back	Eng	O	29.9983988819	7.29283566168	-0.79995173979	29.1984471421
from	Eng	O	30.6676542774	4.96515256355	-0.79995173979	29.8677025377
any	Eng	O	28.9493926741	6.60181939426	-0.79995173979	28.1494409343
brink	Eng	O	20.4703939586	6.85231634636	-0.79995173979	19.6704422188
.	Punct	O	N/A	N/A	N/A	N/A
De	Spn	O	13.8613083221	21.6054699814	-2.37949418743	19.225975794
cualquier	Spn	O	-13.5557996345	36.5754212124	-1.00696879935	35.568452413
acantilado	Spn	O	-2.74349707687	12.5539560907	-1.00696879935	11.5469872914
.	Punct	O	N/A	N/A	N/A	N/A
Every	Eng	O	36.9888812766	3.67377087554	-2.3780926455	34.6107886311
time	Eng	O	33.2375504045	11.0926831798	-0.79995173979	32.4375986647
.	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	20.5945773083	21.1611067622	-2.37949418743	18.7816125748
.	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	20.5945773083	21.1611067622	-1.00696879935	20.1541379629
podría	Spn	O	-1.08902605948	28.9126813977	-1.00696879935	27.9057125983
ir	Spn	O	9.7398372703	12.7402938565	-1.00696879935	11.7333250572
,	Punct	O	N/A	N/A	N/A	N/A
really	Eng	O	48.046654445	6.87708753799	-2.3780926455	45.6685617995
,	Punct	O	N/A	N/A	N/A	N/A
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
ningún	Spn	O	3.9427364879	23.0536085751	-2.37949418743	20.6741143876
lugar	Spn	O	5.51581707435	22.7036455015	-1.00696879935	21.6966767022
where	Eng	O	40.934923804	-6.30961751655	-2.3780926455	38.5568311585
I	Eng	O/ORG	17.8994570652	7.18059700701	-0.79995173979	17.0995053254
wouldn’t	Eng	O/ORG	28.6779900646	-17.1290307343	-0.79995173979	27.8780383248
be	Eng	O/ORG	22.1673128834	7.9015135489	-0.79995173979	21.3673611436
able	Eng	O/ORG	28.2973382783	9.50139191486	-0.79995173979	27.4973865385
to	Eng	O/ORG	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
laugh	Eng	O/ORG	20.6987470684	8.41963542355	-0.79995173979	19.8987953286
about	Eng	O/ORG	40.4909271023	6.66141888182	-0.79995173979	39.6909753626
how	Eng	O/ORG	26.0285002167	8.30762623482	-0.79995173979	25.2285484769
Aaron	Eng	PERSON/ORG	2.44619244326	1.16738377693	-0.79995173979	1.64624070347
,	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	12.8307496608	20.3546840988	-2.37949418743	17.9751899114
alterna-boy	Eng	O	9.77401650746	-0.0262876048631	-2.3780926455	7.39592386196
,	Punct	O	N/A	N/A	N/A	N/A
nuevo	Spn	O	-1.13598417545	23.2814422597	-2.37949418743	20.9019480723
secretario	Spn	O	26.3160907781	29.0160835597	-1.00696879935	28.0091147603
at	Eng	O	21.6092487314	9.327932083	-2.3780926455	19.2311560859
work	Eng	O	32.6856504924	-2.48720666981	-0.79995173979	31.8856987527
,	Punct	O	N/A	N/A	N/A	N/A
me	Spn	O	20.4125145712	19.8593917724	-2.37949418743	17.479897585
recuerda	Spn	O	2.6762172708	31.2289710592	-1.00696879935	30.2220022598
,	Punct	O	N/A	N/A	N/A	N/A
dead	Eng	O	22.0203912204	8.78181618993	-2.3780926455	19.6422985749
on	Eng	O	22.5046277778	7.2126042423	-0.79995173979	21.704676038
,	Punct	O	N/A	N/A	N/A	N/A
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
mi	Spn	O	11.3642540999	18.8899933505	-2.37949418743	16.5104991631
dead-at-35	Eng	O	-1.85232066395	-11.4599102188	-2.3780926455	-4.23041330945
,	Punct	O	N/A	N/A	N/A	N/A
dead	Eng	O	22.0203912204	8.78181618993	-0.79995173979	21.2204394806
of	Eng	O	24.2129419658	8.38657685144	-0.79995173979	23.412990226
his	Eng	O	23.6703204905	10.1156489941	-0.79995173979	22.8703687507
toobig	Eng	O	10.5722163801	-0.82514103219	-0.79995173979	9.77226464028
heart	Eng	O	29.5290730511	4.18491724631	-0.79995173979	28.7291213113
,	Punct	O	N/A	N/A	N/A	N/A
roquero	Spn	O	-4.57078696573	8.29531681434	-2.37949418743	5.91582262691
cousin	Eng	O	29.0137668547	1.42310372394	-2.3780926455	26.6356742092
,	Punct	O	N/A	N/A	N/A	N/A
J.P.	Eng	O/ORG	-4.92360085607	-5.05458954142	-0.79995173979	-5.72355259586
Couldn’t	Eng	O/ORG	26.7850810119	-1.26444795562	-0.79995173979	25.9851292721
go	Eng	O	21.2140467794	8.08360356719	-0.79995173979	20.4140950396
to	Eng	O	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
place	Eng	O	32.7101405714	16.2816683678	-0.79995173979	31.9101888316
que	Spn	O	9.91253492829	28.9576207281	-2.37949418743	26.5781265407
no	Spn	O	20.5945773083	21.1611067622	-1.00696879935	20.1541379629
incluyera	Spn	O	8.51721451014	9.58893610147	-1.00696879935	8.58196730212
esta	Spn	O	12.6138333823	30.5639219155	-1.00696879935	29.5569531161
bourbon	Eng	O	6.23343080154	-6.58182240145	-2.3780926455	3.85533815603
slip	Eng	O	16.3587996445	1.26924174001	-0.79995173979	15.5588479047
and	Eng	O	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
slide	Eng	O	15.8716959422	-1.98885479801	-0.79995173979	15.0717442024
of	Eng	O	24.2129419658	8.38657685144	-0.79995173979	23.412990226
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
voice	Eng	O	17.5407522069	-1.33479860226	-0.79995173979	16.7408004672
de	Spn	O	13.8613083221	21.6054699814	-2.37949418743	19.225975794
la	Spn	O	15.0596736711	20.7584499854	-1.00696879935	19.7514811861
Lucinda	Spn	PERSON/ORG	4.3548616551	12.4021095749	-1.00696879935	11.3951407755
Williams	Eng	PERSON/ORG	31.0826102931	1.22255584729	-2.3780926455	28.7045176476
—	Eng	O/ORG	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
s	Eng	O	10.1322543172	6.48965446247	-0.79995173979	9.33230257737
yet	Eng	O	23.6378096218	1.38871169541	-0.79995173979	22.837857882
disciplined	Eng	O	35.5951441207	9.72820089378	-0.79995173979	34.7951923809
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
la	Spn	O	15.0596736711	20.7584499854	-2.37949418743	18.378955798
vez	Spn	O	5.03659559022	20.106488079	-1.00696879935	19.0995192796
—	Eng	O	-6.51619307604	-6.51619307604	-2.3780926455	-8.89428572155
z	Eng	O	2.3321726189	-0.578656870961	-0.79995173979	1.53222087911
about	Eng	O	40.4909271023	6.66141888182	-0.79995173979	39.6909753626
betrayal	Eng	O	5.14070778252	-7.9835040331	-0.79995173979	4.34075604273
siempre	Spn	O	-0.818510717581	34.5801658715	-2.37949418743	32.2006716841
so	Eng	O	23.4187367401	12.3925242118	-2.3780926455	21.0406440946
much	Eng	O	30.1771535263	21.6895173518	-0.79995173979	29.3772017865
traición	Spn	O	7.19011622483	27.7451763522	-2.37949418743	25.3656821648
,	Punct	O	N/A	N/A	N/A	N/A
singing	Eng	O/ORG	30.0436711219	5.96819195863	-2.3780926455	27.6655784764
about	Eng	O/ORG	40.4909271023	6.66141888182	-0.79995173979	39.6909753626
listening	Eng	O/ORG	42.5411310353	8.58344655809	-0.79995173979	41.7411792955
to	Eng	O/ORG	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
Neil	Eng	PERSON/ORG	17.1069488457	3.63094814349	-0.79995173979	16.3069971059
Young	Eng	PERSON/ORG	36.06501853	7.91380769836	-0.79995173979	35.2650667902
and	Eng	O/ORG	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
driving	Eng	O/ORG	35.6307743177	-6.77743755875	-0.79995173979	34.8308225779
up	Eng	O/ORG	20.6253073364	5.09009066501	-0.79995173979	19.8253555966
the	Eng	O/ORG	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
coast	Eng	O/ORG	23.7796274623	5.46965762232	-0.79995173979	22.9796757225
